gene_biotype	gene_name	strand	chrom	gc_content	length
ENSG00000287298	lncRNA		+	4	39.8947368421053	2025
ENSG00000287299	lncRNA		-	2	43.151313047103	87352
ENSG00000287300	lncRNA		-	6	48.4741784037559	5883
ENSG00000287301	lncRNA		+	8	40.6666666666667	2839
ENSG00000287302	lncRNA		-	9	37.0491803278689	1407
ENSG00000287303	lncRNA		-	8	46.7846607669617	5602
ENSG00000287305	lncRNA		-	2	46.5641025641026	11729
ENSG00000287306	lncRNA		+	10	43.4827232295587	34091
ENSG00000287307	lncRNA		-	17	33.3032287198013	42430
ENSG00000287308	lncRNA		+	2	50	35491
ENSG00000287309	lncRNA		+	10	45.9964412811388	3863
ENSG00000287310	lncRNA		-	14	45.3654860587792	2030
ENSG00000287311	lncRNA		-	12	46.7398764584763	16239
ENSG00000287312	lncRNA		+	11	45.7800511508951	9327
ENSG00000287313	lncRNA		+	2	48.3164983164983	3908
ENSG00000287314	lncRNA		+	18	39.2817059483726	10094
ENSG00000287315	lncRNA		-	1	58.3264291632146	11542
ENSG00000287316	lncRNA		+	2	44.1903019213175	58026
ENSG00000287317	lncRNA		+	7	47.16796875	4181
ENSG00000287318	lncRNA		-	9	32.4747742963356	4615
ENSG00000287319	lncRNA		-	3	38.925680647535	16134
ENSG00000287320	lncRNA		-	4	33.054892601432	40131
ENSG00000287321	lncRNA		+	15	41.8224299065421	11858
ENSG00000287322	lncRNA		-	8	38.6202450032237	2592
ENSG00000287323	lncRNA		+	5	42.6470588235294	2071
ENSG00000287324	lncRNA		+	20	50.6329113924051	987
ENSG00000287325	lncRNA		+	8	44.4561774023231	2452
ENSG00000287326	lncRNA		+	10	50.6563446650959	35027
ENSG00000287327	lncRNA		+	10	35.4	499
ENSG00000287328	unprocessed_pseudogene		+	15	61.9047619047619	104
ENSG00000287329	lncRNA		+	9	49.7959183673469	10723
ENSG00000287330	lncRNA		-	13	43.2724252491694	25977
ENSG00000287331	lncRNA		+	4	51.4354066985646	4152
ENSG00000287332	lncRNA		-	8	58.8507265521797	74113
ENSG00000287333	lncRNA		+	9	44.5178335535007	1196
ENSG00000287334	lncRNA		+	15	47.085201793722	5005
ENSG00000287335	lncRNA		+	20	49.4051784464661	35026
ENSG00000287336	lncRNA		-	1	37.0595911265768	2788
ENSG00000287337	lncRNA		+	17	46.2131837307153	14104
ENSG00000287338	lncRNA		-	1	48.331201302477	11463
ENSG00000287339	lncRNA		-	12	42.7576601671309	11304
ENSG00000287340	lncRNA		-	16	46.3952502120441	3033
ENSG00000287342	lncRNA		-	7	53.921568627451	3396
ENSG00000287343	lncRNA		-	1	36.8421052631579	9759
ENSG00000287344	lncRNA		-	2	32.9977116704805	44648
ENSG00000287345	lncRNA		+	15	48.1019830028329	30250
ENSG00000287346	lncRNA		+	14	54.0872662511131	7233
ENSG00000287347	lncRNA		-	6	43.3408577878104	51595
ENSG00000287348	lncRNA		+	3	42.0886075949367	18392
ENSG00000287349	lncRNA		+	4	49.4802494802495	6740
ENSG00000287350	lncRNA		+	14	42.0897284533648	18036
ENSG00000287351	lncRNA		+	16	46.875	22690
ENSG00000287352	lncRNA		-	8	33.2200509770603	146196
ENSG00000287353	unprocessed_pseudogene		+	16	36.559940431869	2300
ENSG00000287354	lncRNA		-	1	45.1872734595248	4087
ENSG00000287355	lncRNA		-	9	39.4925178919974	2394
ENSG00000287356	lncRNA		+	1	66.6323271865664	8045
ENSG00000287357	lncRNA		-	13	40.8067940552017	4172
ENSG00000287358	lncRNA		-	10	49.786263892847	4355
ENSG00000287359	lncRNA		-	6	41.6873449131514	15442
ENSG00000287360	lncRNA		+	4	43.3628318584071	94225
ENSG00000287361	lncRNA		-	10	45.7746478873239	3334
ENSG00000287362	lncRNA		-	2	45.074415308292	9826
ENSG00000287363	protein_coding	GUCA1ANB	+	6	56.3906097163352	24650
ENSG00000287364	lncRNA		-	1	34.4690888837926	16477
ENSG00000287365	lncRNA		-	12	44.9481157837247	4288
ENSG00000287366	lncRNA		+	3	46.8164794007491	37858
ENSG00000287367	lncRNA		+	5	38.8302193338749	73730
ENSG00000287368	lncRNA		+	9	47.6847290640394	85155
ENSG00000287369	lncRNA		+	4	54.8009367681499	853
ENSG00000287370	lncRNA		+	X	46.6141732283465	27881
ENSG00000287372	lncRNA		-	1	40.2929094481157	32203
ENSG00000287373	lncRNA		+	11	43.1520223152022	76646
ENSG00000287374	lncRNA		+	1	51.6064257028112	5393
ENSG00000287375	lncRNA		+	4	39.6975425330813	1760
ENSG00000287376	lncRNA		-	13	56.3943161634103	2581
ENSG00000287377	lncRNA		+	3	45.5482661668229	9050
ENSG00000287378	lncRNA		-	3	35.1869606903164	127361
ENSG00000287379	lncRNA		+	X	41.7543859649123	12656
ENSG00000287380	lncRNA		+	6	46.5177398160315	2204
ENSG00000287381	lncRNA		-	18	51.0123734533183	3897
ENSG00000287382	lncRNA		-	4	41.82156133829	9843
ENSG00000287383	lncRNA		-	4	39.9611650485437	159599
ENSG00000287384	lncRNA		-	1	54.2857142857143	594
ENSG00000287385	lncRNA		-	14	49.6021220159151	6336
ENSG00000287386	lncRNA		+	12	47.0703125	6623
ENSG00000287387	lncRNA		+	2	45.0056969236612	3378
ENSG00000287388	lncRNA		-	12	46.6796875	24520
ENSG00000287389	lncRNA		+	4	35.1004464285714	25312
ENSG00000287390	lncRNA		-	5	35.0890782339272	288795
ENSG00000287391	lncRNA		+	15	38.7969094922737	29800
ENSG00000287392	lncRNA		+	4	43.7606837606838	82081
ENSG00000287393	lncRNA		-	6	42.7568602425016	2991
ENSG00000287394	lncRNA		-	X	51.0385756676558	124023
ENSG00000287395	lncRNA		+	1	37.9271070615034	5839
ENSG00000287396	lncRNA		+	1	50.9803921568627	3711
ENSG00000287397	lncRNA		-	6	33.0798479087453	1328
ENSG00000287398	lncRNA		+	3	39.873417721519	26260
ENSG00000287399	lncRNA		+	19	45.0120481927711	2174
ENSG00000287400	lncRNA		+	1	36.1956276763579	96872
ENSG00000287401	lncRNA		-	4	41.132874536792	71358
ENSG00000287402	lncRNA		-	10	45.2333990795529	36339
ENSG00000287403	lncRNA		-	17	55.1207327227311	2730
ENSG00000287404	lncRNA		-	6	51.2	37964
ENSG00000287405	lncRNA		+	2	53.1622911694511	3536
ENSG00000287406	lncRNA		+	1	41.2190082644628	42100
ENSG00000287407	lncRNA		-	6	57.2078907435508	1743
ENSG00000287408	lncRNA		-	15	42.4424108551594	5686
ENSG00000287409	lncRNA		-	7	39.7479954180985	103978
ENSG00000287410	lncRNA		-	20	44.33708221131	81670
ENSG00000287411	lncRNA		+	6	36.1942405420666	26093
ENSG00000287412	lncRNA		+	11	50.7462686567164	5126
ENSG00000287413	lncRNA		+	6	45.3516969995081	47310
ENSG00000287414	lncRNA		+	2	35.3888317917095	6805
ENSG00000287415	lncRNA		+	3	46.1298701298701	6432
ENSG00000287416	lncRNA		-	4	34.6792575708238	11097
ENSG00000287417	lncRNA		+	3	45.2380952380952	3735
ENSG00000287418	lncRNA		-	2	35.607420706164	3033
ENSG00000287419	lncRNA		-	10	50.7723995880536	10530
ENSG00000287420	lncRNA		+	10	49.5991983967936	25108
ENSG00000287421	lncRNA		+	3	44.1358024691358	63958
ENSG00000287422	lncRNA		-	1	40.133951571355	11950
ENSG00000287423	lncRNA		-	1	41.5021665864227	16089
ENSG00000287424	lncRNA		-	4	36.4752927734933	110031
ENSG00000287425	lncRNA		+	11	47.4929044465468	2113
ENSG00000287426	lncRNA		-	11	49.075500770416	52977
ENSG00000287427	lncRNA		-	10	53.8499751614506	2566
ENSG00000287428	lncRNA		+	10	51.1730205278592	1799
ENSG00000287429	lncRNA		+	16	51.9348268839104	4337
ENSG00000287430	lncRNA		-	20	51.6720604099245	3512
ENSG00000287431	lncRNA	RENO1	-	17	60.9817216981132	6783
ENSG00000287432	lncRNA		+	1	49.3523316062176	18985
ENSG00000287433	lncRNA		+	4	46.8245425188375	5556
ENSG00000287434	lncRNA		+	5	58.5567010309278	2281
ENSG00000287435	lncRNA		-	2	49.9099099099099	1949
ENSG00000287437	lncRNA		+	14	44.1044776119403	3426
ENSG00000287438	lncRNA		-	13	33.6079077429983	4095
ENSG00000287439	lncRNA		-	15	37.8170064644455	31523
ENSG00000287440	lncRNA		+	3	42.9597701149425	11021
ENSG00000287441	lncRNA		+	4	37.4418604651163	4271
ENSG00000287442	lncRNA		+	12	41.1340206185567	12155
ENSG00000287443	lncRNA		+	20	50.5869797225187	3447
ENSG00000287444	lncRNA		+	16	46.4673913043478	9840
ENSG00000287445	lncRNA		-	1	42.0961204400695	2506
ENSG00000287446	lncRNA		-	22	43.6479128856624	5629
ENSG00000287447	lncRNA		+	5	33.3437597747889	10815
ENSG00000287448	lncRNA		+	16	50.3683241252302	22971
ENSG00000287449	lncRNA		+	4	48.6743711760707	1812
ENSG00000287450	unprocessed_pseudogene		-	1	59.4202898550725	137
ENSG00000287451	lncRNA		-	2	37.890625	105162
ENSG00000287452	lncRNA		-	1	41.0036401456058	36096
ENSG00000287453	lncRNA		+	1	39.7085610200364	11867
ENSG00000287454	lncRNA		-	12	49.6750350452402	6087
ENSG00000287455	lncRNA		+	12	39.7086466165414	9263
ENSG00000287456	lncRNA		+	13	36.6602687140115	10777
ENSG00000287457	lncRNA		+	17	42.0143884892086	2656
ENSG00000287458	lncRNA		+	6	39.5621579358874	1859
ENSG00000287459	lncRNA		-	14	54.0962288686606	10224
ENSG00000287460	lncRNA		+	13	45.9226565783943	115193
ENSG00000287462	lncRNA		-	17	45.1428571428571	36216
ENSG00000287463	lncRNA		+	2	47.3790906458152	7286
ENSG00000287464	lncRNA		-	8	47.3214285714286	6290
ENSG00000287465	lncRNA		-	9	38.953488372093	9782
ENSG00000287466	lncRNA		-	10	47.0449966420416	4676
ENSG00000287467	lncRNA		+	8	51.2403100775194	3277
ENSG00000287468	lncRNA		-	2	40.1174168297456	18965
ENSG00000287469	lncRNA		-	16	42.3978819969743	203036
ENSG00000287470	lncRNA		+	21	42.4210526315789	39774
ENSG00000287471	lncRNA		+	5	40.3210576015109	1285
ENSG00000287472	lncRNA		+	1	39.349593495935	7779
ENSG00000287473	lncRNA		-	6	47.0219435736677	1964
ENSG00000287474	lncRNA		+	2	40.6964474147028	408729
ENSG00000287475	lncRNA		-	10	48.6038592508513	5756
ENSG00000287476	lncRNA		-	8	39.4838709677419	71683
ENSG00000287477	lncRNA		+	13	41.5314730694354	4619
ENSG00000287478	lncRNA		-	20	43.5005117707267	137086
ENSG00000287479	lncRNA		-	8	47.5265834489135	5410
ENSG00000287480	lncRNA		-	9	41.1035337879727	12489
ENSG00000287481	lncRNA		+	14	39.9159663865546	4806
ENSG00000287482	lncRNA		-	15	37.8292939936776	15683
ENSG00000287483	lncRNA		-	6	42.1367299194177	4489
ENSG00000287484	lncRNA		+	11	54.1371158392435	1158
ENSG00000287485	lncRNA		-	6	44.4832605531295	22837
ENSG00000287486	lncRNA		+	5	56.2315996074583	3970
ENSG00000287488	lncRNA		+	7	35.4951796669588	17068
ENSG00000287489	lncRNA		+	7	45.906432748538	2761
ENSG00000287490	lncRNA		+	17	52.4899474172595	30614
ENSG00000287492	lncRNA		-	14	36.71875	3588
ENSG00000287493	lncRNA		-	12	42.9347826086956	1103
ENSG00000287494	lncRNA		-	15	52.7597402597403	3957
ENSG00000287495	lncRNA		+	9	47.7064220183486	3695
ENSG00000287496	lncRNA		+	19	28.0487804878049	2137
ENSG00000287497	lncRNA		+	6	50.5720823798627	3079
ENSG00000287498	lncRNA		-	2	46.6134074331365	3751
ENSG00000287499	lncRNA		-	6	35.885518590998	19556
ENSG00000287500	lncRNA		+	15	48.0916030534351	10603
ENSG00000287501	lncRNA		+	14	50.3893214682981	25962
ENSG00000287502	lncRNA		-	3	52.7426160337553	473
ENSG00000287503	lncRNA		+	15	45.480631276901	12190
ENSG00000287504	lncRNA		-	4	48.2696897374702	2640
ENSG00000287505	lncRNA		-	3	37.4601729631315	27645
ENSG00000287506	lncRNA		-	17	57.5704225352113	6789
ENSG00000287507	lncRNA		+	21	56.5389696169089	3346
ENSG00000287508	lncRNA		+	15	40.9523809523809	17737
ENSG00000287509	lncRNA		+	18	40.2464065708419	973
ENSG00000287510	lncRNA		+	1	45.9610027855153	1734
ENSG00000287511	lncRNA		+	20	48.3950617283951	23795
ENSG00000287512	lncRNA		+	4	48.1894150417827	3707
ENSG00000287513	lncRNA		+	1	48.0874316939891	1280
ENSG00000287514	lncRNA		+	9	47.5450173358685	50981
ENSG00000287515	transcribed_unprocessed_pseudogene		-	14	38.6194029850746	3008
ENSG00000287516	lncRNA		+	1	46.9649472784269	54945
ENSG00000287517	lncRNA		+	7	47.7744807121662	3250
ENSG00000287518	lncRNA		+	18	40.1098901098901	4363
ENSG00000287519	lncRNA		-	7	42.0096021947874	11648
ENSG00000287520	lncRNA		-	4	36.4214992927864	19822
ENSG00000287521	lncRNA		+	7	46.9119579500657	844
ENSG00000287522	lncRNA		-	16	50	2178
ENSG00000287523	lncRNA		-	7	44.1176470588235	127034
ENSG00000287524	lncRNA		-	2	45.5426356589147	9835
ENSG00000287525	lncRNA		+	1	42.3672566371681	1518
ENSG00000287526	lncRNA		-	19	38.7257617728532	68994
ENSG00000287527	lncRNA		-	5	49.2242242242242	3412
ENSG00000287528	lncRNA		+	10	49.4074074074074	6729
ENSG00000287529	lncRNA		-	2	47.8260869565217	1394
ENSG00000287530	lncRNA		+	13	43.3554817275747	15695
ENSG00000287531	lncRNA		-	1	57.0469798657718	2606
ENSG00000287532	lncRNA		+	1	41.5680473372781	8499
ENSG00000287533	lncRNA		+	19	46.978021978022	16858
ENSG00000287534	lncRNA		+	4	41.5929203539823	13215
ENSG00000287535	lncRNA		+	8	54.4827586206897	1783
ENSG00000287536	lncRNA		+	2	33.273219116321	4068
ENSG00000287537	lncRNA		-	12	62.8169014084507	2217
ENSG00000287538	lncRNA		+	11	45.5307262569832	24544
ENSG00000287539	lncRNA		+	17	49.2063492063492	1341
ENSG00000287540	lncRNA		+	5	41.4209115281501	2142
ENSG00000287541	transcribed_unprocessed_pseudogene		-	7	69.6551724137931	144
ENSG00000287542	protein_coding		+	4	43.3863499094021	184640
ENSG00000287543	lncRNA		-	15	53.6759457530335	3142
ENSG00000287544	lncRNA		-	4	36.8640413912044	456760
ENSG00000287545	lncRNA		+	11	41.8367346938776	34716
ENSG00000287546	lncRNA		+	13	41.9709634843819	3818
ENSG00000287547	lncRNA		+	7	54.2279411764706	543
ENSG00000287548	lncRNA		+	11	45.0410141685309	1340
ENSG00000287549	lncRNA		-	X	44.0166493236212	20879
ENSG00000287550	lncRNA		-	6	43.06180069016	36395
ENSG00000287551	lncRNA		+	9	39.3800229621125	26998
ENSG00000287552	lncRNA		+	4	34.8045822102426	27555
ENSG00000287553	lncRNA		-	17	62.8571428571429	979
ENSG00000287554	lncRNA		-	7	37.3815165876777	5185
ENSG00000287555	lncRNA		+	4	35.6750615413747	65513
ENSG00000287556	lncRNA		+	11	44.6945337620579	14184
ENSG00000287557	lncRNA		+	6	42.0477137176938	109774
ENSG00000287558	lncRNA		-	6	37.7896613190731	24981
ENSG00000287559	lncRNA		-	6	42.1958791984194	57181
ENSG00000287560	lncRNA		-	10	47.4726775956284	4548
ENSG00000287561	lncRNA		-	20	59.7202797202797	714
ENSG00000287562	lncRNA		-	6	48.3225672015003	4798
ENSG00000287563	lncRNA		+	18	47.8017585931255	15802
ENSG00000287564	lncRNA		+	10	45.7191780821918	110724
ENSG00000287565	lncRNA		+	4	45.9860788863109	2850
ENSG00000287566	lncRNA		-	10	56.2953319694997	4692
ENSG00000287567	lncRNA		-	3	36.2648221343874	4373
ENSG00000287568	lncRNA		+	7	36.5998917162967	3630
ENSG00000287569	lncRNA		+	20	53.5812672176309	1451
ENSG00000287570	lncRNA		+	20	51.2893982808023	1601
ENSG00000287571	lncRNA		-	4	35.8255451713396	3676
ENSG00000287574	lncRNA		+	7	49.6545768566494	1157
ENSG00000287575	lncRNA		-	13	52.2975929978118	4903
ENSG00000287576	lncRNA		+	8	49.9013806706114	3480
ENSG00000287577	lncRNA		+	12	50.0431406384814	1238
ENSG00000287578	lncRNA		-	6	34.1854979837176	98248
ENSG00000287579	lncRNA		-	5	41.1584196394323	9757
ENSG00000287580	lncRNA		-	7	40.4676258992806	2159
ENSG00000287581	lncRNA		-	5	53.3941814033086	2399
ENSG00000287582	lncRNA		+	1	51.1893434823977	2966
ENSG00000287583	lncRNA		-	2	52.1430682825894	4322
ENSG00000287584	lncRNA		-	7	45.0928381962865	1948
ENSG00000287585	protein_coding		-	X	40.661938534279	609
ENSG00000287586	lncRNA		-	1	54.0608288770053	4781
ENSG00000287587	lncRNA		+	1	46.8013468013468	15641
ENSG00000287588	lncRNA		+	7	48.432760364004	5088
ENSG00000287589	lncRNA		+	1	39.6433470507545	7146
ENSG00000287590	lncRNA		-	8	52.7777777777778	1906
ENSG00000287591	lncRNA		-	6	42.0421860019175	6701
ENSG00000287592	lncRNA		-	7	38.967468175389	8463
ENSG00000287593	lncRNA		+	6	44.4311377245509	9376
ENSG00000287594	lncRNA		+	6	53.4530386740332	1291
ENSG00000287595	lncRNA		+	3	53.1767955801105	1607
ENSG00000287596	lncRNA		+	15	34.8633879781421	33622
ENSG00000287597	lncRNA		-	5	38.4655261793676	6081
ENSG00000287598	lncRNA		+	6	36.6391184573003	152522
ENSG00000287599	lncRNA		+	13	41.5652173913044	24558
ENSG00000287600	lncRNA		-	5	46.1193515005174	8268
ENSG00000287601	lncRNA		-	1	44.6708463949843	637
ENSG00000287602	lncRNA		+	17	31.1638954869359	2908
ENSG00000287603	lncRNA		-	19	46.2423312883436	49601
ENSG00000287605	lncRNA		-	3	37.9281537176274	8883
ENSG00000287608	lncRNA		-	19	44.2398737506576	39275
ENSG00000287609	lncRNA		-	10	46.799689038611	5300
ENSG00000287610	lncRNA		+	7	53.7151702786378	1861
ENSG00000287611	lncRNA		+	18	43.8628631248364	7734
ENSG00000287612	lncRNA		+	21	49.8353457738749	32069
ENSG00000287613	lncRNA		-	10	36.3913043478261	4539
ENSG00000287614	lncRNA		+	6	45	41480
ENSG00000287615	lncRNA		-	8	42.2693266832918	6728
ENSG00000287616	lncRNA		-	6	38.7003907053259	41063
ENSG00000287617	lncRNA		-	3	43.956043956044	729
ENSG00000287618	lncRNA		-	12	47.2268907563025	31124
ENSG00000287619	lncRNA		-	X	34.0425531914894	9361
ENSG00000287620	lncRNA		+	3	49.0807354116707	1825
ENSG00000287621	lncRNA		+	2	37.9427792915531	241849
ENSG00000287622	lncRNA		+	12	42.6705370101596	27022
ENSG00000287623	lncRNA		+	3	46.7617579028527	3275
ENSG00000287624	lncRNA		-	1	52.5399129172714	1128
ENSG00000287625	lncRNA		+	2	52.8032164395801	40666
ENSG00000287626	lncRNA		+	6	42.8921568627451	4200
ENSG00000287627	lncRNA		-	1	50.4132231404959	4424
ENSG00000287628	lncRNA		-	2	43.7673130193906	3013
ENSG00000287629	lncRNA		-	3	53.9070428252486	17920
ENSG00000287630	lncRNA		+	5	41.9368421052632	2913
ENSG00000287631	lncRNA		-	7	45.0210378681627	9557
ENSG00000287632	lncRNA		-	4	42.3336547733848	21981
ENSG00000287633	lncRNA		+	1	49.3106704438149	4296
ENSG00000287634	lncRNA		-	5	39.4468704512373	3485
ENSG00000287635	lncRNA		-	13	40.0555041628122	46649
ENSG00000287636	lncRNA		-	7	45.985401459854	40661
ENSG00000287637	lncRNA		-	21	40.353982300885	29476
ENSG00000287639	lncRNA		+	12	60.0580973129993	1479
ENSG00000287640	lncRNA		+	2	45.5010224948875	2653
ENSG00000287641	lncRNA		+	3	37.4474053295933	1354
ENSG00000287642	lncRNA		-	4	48.6641221374046	2245
ENSG00000287643	lncRNA		-	14	36.7926542814435	13389
ENSG00000287644	lncRNA		-	17	63.8266068759342	978
ENSG00000287645	lncRNA		+	3	33.8387869114126	45589
ENSG00000287646	lncRNA		+	18	43.4873075322514	3007
ENSG00000287647	lncRNA		-	1	37.3967945604662	6290
ENSG00000287649	lncRNA		+	3	44.5797807551766	2041
ENSG00000287650	lncRNA		-	13	37.5692963752665	2437
ENSG00000287651	lncRNA		+	7	50.4867872044506	63233
ENSG00000287652	lncRNA		-	22	58.8571428571429	2197
ENSG00000287653	lncRNA		+	10	37.0934959349593	2601
ENSG00000287654	lncRNA		-	8	48.8372093023256	515
ENSG00000287655	lncRNA		+	10	52.565445026178	954
ENSG00000287656	lncRNA		-	6	45.1832907075874	17734
ENSG00000287657	lncRNA		+	8	52.7777777777778	7444
ENSG00000287658	lncRNA		-	2	44.4444444444444	5076
ENSG00000287659	lncRNA		-	4	52.1739130434783	3702
ENSG00000287660	lncRNA		-	4	51.8891687657431	18293
ENSG00000287661	lncRNA		+	1	45.2444922084901	5115
ENSG00000287662	lncRNA		+	2	41.7995444191344	2388
ENSG00000287663	lncRNA		+	14	51.0204081632653	1462
ENSG00000287664	lncRNA		+	17	52.3690773067332	857
ENSG00000287665	lncRNA		+	7	55.082362394536	3281
ENSG00000287666	lncRNA		-	11	48.0364656381487	6192
ENSG00000287667	lncRNA		+	4	38.9157273215244	10360
ENSG00000287668	lncRNA		+	14	47.9733817301875	2452
ENSG00000287669	lncRNA		+	3	36.4423076923077	2559
ENSG00000287670	lncRNA		+	2	39.0891840607211	4671
ENSG00000287671	lncRNA		+	17	42.4256292906178	8720
ENSG00000287672	lncRNA		+	7	46.7860906217071	5699
ENSG00000287673	lncRNA		+	18	51.1727078891258	19004
ENSG00000287674	lncRNA		-	6	50.2564102564103	584
ENSG00000287675	lncRNA		+	12	50.7826086956522	574
ENSG00000287676	lncRNA		+	1	38.8811188811189	2686
ENSG00000287677	lncRNA		+	8	55.8061450744378	80551
ENSG00000287678	lncRNA		-	6	51.7621145374449	20432
ENSG00000287679	lncRNA		+	6	42.3708920187793	23785
ENSG00000287680	lncRNA		+	18	52.9878048780488	1875
ENSG00000287682	lncRNA		+	3	51.6411378555799	47393
ENSG00000287683	lncRNA		+	6	40.415986949429	261003
ENSG00000287684	lncRNA		-	1	40.3449176900967	29793
ENSG00000287685	lncRNA		+	X	38.7687188019967	51628
ENSG00000287687	lncRNA		-	2	50.8038585209003	54907
ENSG00000287688	lncRNA		-	3	46.5478841870824	4508
ENSG00000287689	lncRNA		-	18	42.5017041581459	4297
ENSG00000287690	lncRNA		+	6	43.7022900763359	4086
ENSG00000287691	lncRNA		+	1	52.8695652173913	26184
ENSG00000287692	lncRNA		+	4	41.0472598180608	8343
ENSG00000287693	lncRNA		+	18	36.7832167832168	70537
ENSG00000287694	protein_coding		+	16	44.0048797490415	542336
ENSG00000287695	lncRNA		+	5	39.9421965317919	1792
ENSG00000287696	lncRNA		+	9	32.6509723643808	2379
ENSG00000287697	lncRNA		-	1	46.1054287962234	1270
ENSG00000287698	lncRNA		+	12	54.7307132459971	6624
ENSG00000287699	lncRNA		-	7	45.3900709219858	6302
ENSG00000287700	lncRNA		-	X	37.2018511925952	7055
ENSG00000287701	lncRNA		-	5	46.6793168880455	4535
ENSG00000287702	lncRNA		+	7	39.5052473763118	36024
ENSG00000287703	lncRNA		-	1	48.3169705469846	45575
ENSG00000287704	lncRNA		+	15	35.7601713062098	250794
ENSG00000287705	lncRNA		-	6	52.4245689655172	1855
ENSG00000287706	lncRNA		+	3	41.3152251608292	28931
ENSG00000287707	lncRNA		-	3	50.074812967581	5412
ENSG00000287708	lncRNA		+	9	42.5426136363636	76616
ENSG00000287709	lncRNA		+	5	44.1896024464832	29164
ENSG00000287710	lncRNA		+	17	52.3985239852399	541
ENSG00000287712	lncRNA		+	12	55.6528662420382	17979
ENSG00000287713	lncRNA		+	12	41.8508287292818	5481
ENSG00000287714	lncRNA		+	12	37.6293995859213	5945
ENSG00000287715	lncRNA		+	12	40.6844106463878	3022
ENSG00000287717	lncRNA		-	15	58.102766798419	1264
ENSG00000287718	lncRNA		-	16	51.5201314708299	6486
ENSG00000287719	lncRNA		+	18	45.2182605798067	5415
ENSG00000287720	lncRNA		+	3	45.2109845947756	128013
ENSG00000287721	lncRNA		+	17	53.6381197681906	19119
ENSG00000287722	lncRNA		+	13	37.2996081225508	593658
ENSG00000287723	lncRNA		+	18	33.7229544889331	6669
ENSG00000287724	lncRNA		+	1	49.5788206979543	8992
ENSG00000287725	protein_coding		+	11	51.6875811337083	89525
ENSG00000287726	lncRNA		+	5	47.1343217526001	25124
ENSG00000287727	lncRNA		-	1	52.5730180806676	4230
ENSG00000287728	lncRNA		+	6	32.3765786452354	11163
ENSG00000287729	lncRNA		-	X	41.7825020441537	21094
ENSG00000287730	lncRNA		+	4	40.555841482244	5960
ENSG00000287731	lncRNA		+	6	34.6274921301154	2218
ENSG00000287732	lncRNA		+	10	39.9416909620991	59937
ENSG00000287733	lncRNA		+	7	54.2260208926876	1598
ENSG00000287734	lncRNA		+	13	43.135935397039	8327
